1974/11/6,10.634,9.434,8.873,8.541,8.369,8.306,8.245,8.129,8.23,-,-,-,-,-,-
1974/11/7,10.642,9.435,8.874,8.542,8.37,8.306,8.245,8.129,8.23,-,-,-,-,-,-
1974/11/8,10.649,9.437,8.875,8.542,8.37,8.306,8.245,8.13,8.231,-,-,-,-,-,-
1974/11/9,10.657,9.439,8.876,8.543,8.371,8.307,8.245,8.13,8.232,-,-,-,-,-,-
1974/11/11,10.672,9.442,8.879,8.544,8.372,8.307,8.245,8.131,8.233,-,-,-,-,-,-
1974/11/12,10.68,9.443,8.88,8.545,8.372,8.307,8.245,8.131,8.234,-,-,-,-,-,-
1974/11/13,10.688,9.445,8.881,8.546,8.372,8.308,8.245,8.131,8.235,-,-,-,-,-,-
1974/11/14,10.695,9.446,8.882,8.546,8.373,8.308,8.245,8.132,8.236,-,-,-,-,-,-
1974/11/15,10.703,9.448,8.883,8.547,8.373,8.308,8.245,8.132,8.237,-,-,-,-,-,-
1974/11/18,10.726,9.452,8.886,8.549,8.375,8.309,8.245,8.133,8.239,-,-,-,-,-,-
1974/11/19,10.744,9.459,8.891,8.552,8.376,8.308,8.245,8.135,8.24,-,-,-,-,-,-
1974/11/20,10.773,9.473,8.901,8.56,8.38,8.307,8.244,8.141,8.243,-,-,-,-,-,-
1974/11/21,10.646,9.506,8.902,8.561,8.387,8.319,8.248,8.118,8.228,-,-,-,-,-,-
1974/11/22,10.649,9.512,8.882,8.561,8.394,8.324,8.249,8.118,8.229,-,-,-,-,-,-
1974/11/25,10.668,9.517,8.885,8.563,8.395,8.324,8.249,8.118,8.232,-,-,-,-,-,-
1974/11/26,10.675,9.518,8.885,8.563,8.395,8.324,8.249,8.119,8.233,-,-,-,-,-,-
1974/11/27,10.681,9.52,8.886,8.564,8.395,8.324,8.249,8.119,8.233,-,-,-,-,-,-
1974/11/28,10.688,9.521,8.887,8.564,8.395,8.325,8.249,8.119,8.234,-,-,-,-,-,-
1974/11/29,10.694,9.523,8.888,8.564,8.396,8.325,8.249,8.119,8.235,-,-,-,-,-,-
1974/11/30,10.701,9.524,8.889,8.565,8.396,8.325,8.249,8.12,8.236,-,-,-,-,-,-
1974/12/2,10.714,9.527,8.891,8.566,8.397,8.325,8.249,8.12,8.238,-,-,-,-,-,-
1974/12/3,10.721,9.528,8.892,8.566,8.397,8.326,8.249,8.12,8.239,-,-,-,-,-,-
1974/12/4,10.727,9.53,8.893,8.567,8.397,8.326,8.249,8.121,8.239,-,-,-,-,-,-
1974/12/5,10.734,9.531,8.893,8.567,8.397,8.326,8.249,8.121,8.24,-,-,-,-,-,-
1974/12/6,10.74,9.533,8.894,8.567,8.398,8.326,8.249,8.121,8.241,-,-,-,-,-,-
1974/12/7,10.747,9.534,8.895,8.568,8.398,8.326,8.249,8.122,8.242,-,-,-,-,-,-
1974/12/9,10.761,9.537,8.897,8.569,8.398,8.327,8.25,8.122,8.244,-,-,-,-,-,-
1974/12/10,10.767,9.538,8.898,8.569,8.399,8.327,8.25,8.122,8.245,-,-,-,-,-,-
1974/12/11,10.774,9.54,8.899,8.57,8.399,8.327,8.25,8.123,8.246,-,-,-,-,-,-
1974/12/12,10.781,9.541,8.9,8.57,8.399,8.327,8.25,8.123,8.246,-,-,-,-,-,-
1974/12/13,10.788,9.543,8.901,8.571,8.4,8.327,8.25,8.123,8.247,-,-,-,-,-,-
1974/12/14,10.794,9.544,8.902,8.571,8.4,8.327,8.25,8.124,8.248,-,-,-,-,-,-
1974/12/16,10.808,9.547,8.904,8.572,8.4,8.328,8.25,8.124,8.25,-,-,-,-,-,-
1974/12/17,10.815,9.548,8.904,8.572,8.401,8.328,8.25,8.124,8.251,-,-,-,-,-,-
1974/12/18,10.822,9.55,8.905,8.573,8.401,8.328,8.25,8.125,8.252,-,-,-,-,-,-
1974/12/19,10.829,9.551,8.906,8.573,8.401,8.328,8.25,8.125,8.252,-,-,-,-,-,-
1974/12/20,10.836,9.552,8.907,8.574,8.401,8.329,8.25,8.125,8.253,-,-,-,-,-,-
1974/12/23,10.856,9.556,8.91,8.575,8.402,8.329,8.25,8.126,8.256,-,-,-,-,-,-
1974/12/24,10.863,9.558,8.911,8.575,8.403,8.329,8.25,8.127,8.257,-,-,-,-,-,-
1974/12/25,10.87,9.559,8.912,8.576,8.403,8.33,8.25,8.127,8.258,-,-,-,-,-,-
1974/12/26,10.877,9.56,8.913,8.576,8.403,8.33,8.25,8.127,8.258,-,-,-,-,-,-
1974/12/27,10.884,9.562,8.914,8.577,8.403,8.33,8.25,8.128,8.259,-,-,-,-,-,-
1974/12/28,10.891,9.563,8.915,8.577,8.404,8.33,8.25,8.128,8.26,-,-,-,-,-,-
1975/1/4,10.941,9.572,8.922,8.58,8.402,8.326,8.25,8.133,8.227,-,-,-,-,-,-
1975/1/6,10.956,9.575,8.924,8.581,8.403,8.327,8.25,8.134,8.229,-,-,-,-,-,-
1975/1/7,10.963,9.576,8.925,8.581,8.403,8.327,8.25,8.134,8.229,-,-,-,-,-,-
1975/1/8,10.97,9.578,8.926,8.582,8.403,8.327,8.25,8.135,8.23,-,-,-,-,-,-
1975/1/9,10.978,9.579,8.927,8.582,8.404,8.327,8.25,8.135,8.231,-,-,-,-,-,-
1975/1/10,10.985,9.58,8.928,8.583,8.404,8.327,8.25,8.135,8.232,-,-,-,-,-,-
1975/1/11,10.992,9.581,8.929,8.583,8.404,8.327,8.25,8.136,8.232,-,-,-,-,-,-
1975/1/13,11.007,9.584,8.931,8.584,8.405,8.328,8.25,8.136,8.234,-,-,-,-,-,-
1975/1/14,11.014,9.585,8.932,8.584,8.405,8.328,8.25,8.137,8.235,-,-,-,-,-,-
1975/1/16,11.029,9.588,8.934,8.585,8.405,8.328,8.251,8.138,8.236,-,-,-,-,-,-
1975/1/17,11.037,9.589,8.935,8.586,8.406,8.329,8.251,8.138,8.237,-,-,-,-,-,-
1975/1/20,11.059,9.593,8.938,8.587,8.406,8.329,8.251,8.139,8.239,-,-,-,-,-,-
1975/1/21,11.066,9.594,8.939,8.587,8.407,8.33,8.251,8.139,8.24,-,-,-,-,-,-
1975/1/22,11.074,9.595,8.94,8.588,8.407,8.33,8.251,8.14,8.241,-,-,-,-,-,-
1975/1/23,11.082,9.596,8.941,8.588,8.407,8.33,8.251,8.14,8.241,-,-,-,-,-,-
1975/1/24,11.089,9.598,8.942,8.589,8.407,8.33,8.251,8.141,8.242,-,-,-,-,-,-
1975/1/25,11.097,9.599,8.943,8.589,8.408,8.33,8.252,8.141,8.243,-,-,-,-,-,-
1975/1/27,11.112,9.601,8.945,8.59,8.408,8.331,8.252,8.142,8.244,-,-,-,-,-,-
1975/1/28,11.12,9.602,8.946,8.59,8.408,8.331,8.252,8.142,8.245,-,-,-,-,-,-
1975/1/29,11.127,9.604,8.947,8.591,8.409,8.331,8.252,8.142,8.246,-,-,-,-,-,-
1975/1/30,11.135,9.605,8.948,8.591,8.409,8.331,8.252,8.143,8.247,-,-,-,-,-,-
1975/1/31,11.143,9.606,8.949,8.591,8.409,8.332,8.252,8.143,8.247,-,-,-,-,-,-
1975/2/1,11.151,9.607,8.95,8.592,8.409,8.332,8.252,8.144,8.248,-,-,-,-,-,-
1975/2/3,11.166,9.61,8.952,8.593,8.41,8.332,8.253,8.145,8.25,-,-,-,-,-,-
1975/2/4,11.174,9.611,8.953,8.593,8.41,8.332,8.253,8.145,8.25,-,-,-,-,-,-
1975/2/5,11.182,9.612,8.954,8.594,8.41,8.333,8.253,8.145,8.251,-,-,-,-,-,-
1975/2/6,11.19,9.613,8.955,8.594,8.411,8.333,8.253,8.146,8.252,-,-,-,-,-,-
1975/2/7,11.197,9.614,8.956,8.594,8.411,8.333,8.253,8.146,8.253,-,-,-,-,-,-
1975/2/8,11.205,9.615,8.957,8.595,8.411,8.333,8.253,8.147,8.253,-,-,-,-,-,-
1975/2/10,11.221,9.618,8.959,8.596,8.412,8.334,8.253,8.147,8.255,-,-,-,-,-,-
1975/2/12,11.237,9.62,8.962,8.596,8.412,8.334,8.254,8.148,8.256,-,-,-,-,-,-
1975/2/13,11.02,9.619,8.963,8.599,8.417,8.337,8.254,8.149,8.257,-,-,-,-,-,-
1975/2/14,11.028,9.62,8.964,8.599,8.418,8.337,8.254,8.149,8.258,-,-,-,-,-,-
1975/2/17,10.717,9.623,8.967,8.604,8.426,8.342,8.254,8.151,8.26,-,-,-,-,-,-
1975/2/18,10.725,9.625,8.968,8.604,8.427,8.343,8.254,8.151,8.261,-,-,-,-,-,-
1975/2/19,10.744,9.632,8.973,8.604,8.425,8.343,8.256,8.153,8.262,-,-,-,-,-,-
1975/2/20,10.773,9.646,8.983,8.602,8.421,8.344,8.263,8.159,8.264,-,-,-,-,-,-
1975/2/21,10.807,9.647,8.98,8.6,8.411,8.334,8.266,8.159,8.263,-,-,-,-,-,-
1975/2/22,10.219,9.588,8.992,8.604,8.421,8.343,8.268,8.146,8.253,-,-,-,-,-,-
1975/2/24,10.233,9.593,8.993,8.605,8.422,8.343,8.268,8.146,8.254,-,-,-,-,-,-
1975/2/25,10.24,9.595,8.994,8.605,8.423,8.344,8.268,8.147,8.255,-,-,-,-,-,-
1975/2/26,10.247,9.597,8.995,8.606,8.423,8.344,8.269,8.147,8.256,-,-,-,-,-,-
1975/2/27,10.255,9.6,8.995,8.606,8.423,8.344,8.269,8.147,8.257,-,-,-,-,-,-
1975/2/28,9.912,9.564,9.004,8.609,8.43,8.348,8.269,8.147,8.258,-,-,-,-,-,-
1975/3/1,9.92,9.567,9.004,8.61,8.43,8.348,8.269,8.148,8.259,-,-,-,-,-,-
1975/3/3,9.934,9.573,9.005,8.611,8.431,8.349,8.269,8.148,8.26,-,-,-,-,-,-
1975/3/4,9.942,9.576,9.006,8.611,8.431,8.349,8.269,8.149,8.261,-,-,-,-,-,-
1975/3/5,9.949,9.579,9.006,8.612,8.432,8.349,8.269,8.149,8.262,-,-,-,-,-,-
1975/3/6,9.957,9.582,9.007,8.612,8.432,8.35,8.269,8.149,8.263,-,-,-,-,-,-
1975/3/7,9.964,9.585,9.007,8.613,8.433,8.35,8.269,8.149,8.264,-,-,-,-,-,-
1975/3/8,9.972,9.588,9.008,8.614,8.433,8.35,8.27,8.15,8.264,-,-,-,-,-,-
1975/3/10,9.987,9.593,9.009,8.615,8.434,8.351,8.27,8.15,8.266,-,-,-,-,-,-
1975/3/11,9.994,9.596,9.009,8.615,8.434,8.351,8.27,8.151,8.267,-,-,-,-,-,-
1975/3/12,10.002,9.599,9.01,8.616,8.435,8.351,8.27,8.151,8.268,-,-,-,-,-,-
1975/3/13,10.009,9.602,9.01,8.616,8.435,8.351,8.27,8.151,8.269,-,-,-,-,-,-
1975/3/14,10.017,9.605,9.011,8.617,8.435,8.352,8.27,8.152,8.269,-,-,-,-,-,-
1975/3/17,10.04,9.613,9.013,8.618,8.437,8.352,8.27,8.153,8.272,-,-,-,-,-,-
1975/3/18,10.048,9.616,9.013,8.619,8.437,8.353,8.27,8.153,8.273,-,-,-,-,-,-
1975/3/19,10.055,9.619,9.014,8.62,8.437,8.353,8.27,8.153,8.274,-,-,-,-,-,-
1975/3/20,10.063,9.622,9.014,8.62,8.438,8.353,8.27,8.154,8.274,-,-,-,-,-,-
1975/3/22,10.079,9.627,9.015,8.621,8.439,8.354,8.27,8.154,8.276,-,-,-,-,-,-
1975/3/24,10.094,9.633,9.016,8.622,8.439,8.354,8.271,8.155,8.278,-,-,-,-,-,-
1975/3/25,10.102,9.636,9.017,8.623,8.44,8.354,8.271,8.155,8.278,-,-,-,-,-,-
1975/3/26,10.11,9.638,9.017,8.623,8.44,8.355,8.271,8.156,8.279,-,-,-,-,-,-
1975/3/27,10.118,9.641,9.018,8.624,8.441,8.355,8.271,8.156,8.28,-,-,-,-,-,-
1975/3/28,10.126,9.644,9.019,8.624,8.441,8.355,8.271,8.156,8.281,-,-,-,-,-,-
1975/3/29,10.134,9.647,9.019,8.625,8.441,8.355,8.271,8.157,8.282,-,-,-,-,-,-
1975/3/31,10.15,9.652,9.02,8.626,8.442,8.356,8.271,8.158,8.283,-,-,-,-,-,-
1975/4/1,10.158,9.655,9.021,8.626,8.439,8.35,8.27,8.161,8.242,-,-,-,-,-,-
1975/4/2,10.166,9.658,9.021,8.627,8.439,8.35,8.27,8.161,8.242,-,-,-,-,-,-
1975/4/3,10.174,9.66,9.022,8.627,8.439,8.351,8.27,8.162,8.243,-,-,-,-,-,-
1975/4/4,10.182,9.663,9.023,8.628,8.44,8.351,8.27,8.162,8.244,-,-,-,-,-,-
1975/4/5,10.19,9.666,9.023,8.628,8.44,8.351,8.27,8.162,8.244,-,-,-,-,-,-
1975/4/7,10.206,9.671,9.024,8.629,8.441,8.352,8.27,8.163,8.246,-,-,-,-,-,-
1975/4/8,10.215,9.674,9.025,8.63,8.441,8.352,8.271,8.163,8.247,-,-,-,-,-,-
1975/4/9,10.223,9.676,9.025,8.631,8.442,8.352,8.271,8.164,8.247,-,-,-,-,-,-
1975/4/10,10.231,9.679,9.026,8.631,8.442,8.353,8.271,8.164,8.248,-,-,-,-,-,-
1975/4/11,10.239,9.682,9.027,8.632,8.443,8.353,8.271,8.164,8.249,-,-,-,-,-,-
1975/4/12,10.247,9.684,9.027,8.632,8.443,8.353,8.271,8.165,8.249,-,-,-,-,-,-
1975/4/14,10.264,9.69,9.028,8.633,8.444,8.354,8.271,8.166,8.251,-,-,-,-,-,-
1975/4/15,10.272,9.692,9.029,8.634,8.444,8.354,8.271,8.166,8.251,-,-,-,-,-,-
1975/4/16,10.281,9.695,9.03,8.634,8.445,8.354,8.272,8.166,8.252,-,-,-,-,-,-
1975/4/17,10.289,9.697,9.03,8.635,8.445,8.354,8.272,8.167,8.253,-,-,-,-,-,-
1975/4/18,10.297,9.7,9.031,8.636,8.445,8.355,8.272,8.167,8.253,-,-,-,-,-,-
1975/4/21,9.984,9.695,9.035,8.641,8.453,8.359,8.272,8.168,8.256,-,-,-,-,-,-
1975/4/22,9.993,9.698,9.036,8.642,8.453,8.359,8.272,8.169,8.256,-,-,-,-,-,-
1975/4/23,10.001,9.701,9.036,8.642,8.454,8.36,8.273,8.169,8.257,-,-,-,-,-,-
1975/4/24,10.01,9.704,9.037,8.643,8.454,8.36,8.273,8.169,8.258,-,-,-,-,-,-
1975/4/25,10.019,9.707,9.038,8.644,8.455,8.36,8.273,8.17,8.258,-,-,-,-,-,-
1975/4/26,10.028,9.71,9.038,8.644,8.455,8.36,8.273,8.17,8.259,-,-,-,-,-,-
1975/4/28,10.045,9.716,9.039,8.645,8.456,8.361,8.273,8.171,8.26,-,-,-,-,-,-
1975/4/30,10.063,9.722,9.04,8.646,8.457,8.361,8.273,8.172,8.262,-,-,-,-,-,-
1975/5/1,10.072,9.725,9.041,8.647,8.457,8.362,8.274,8.172,8.262,-,-,-,-,-,-
1975/5/2,10.081,9.728,9.041,8.648,8.458,8.362,8.274,8.173,8.263,-,-,-,-,-,-
1975/5/6,10.117,9.739,9.044,8.65,8.459,8.363,8.274,8.174,8.266,-,-,-,-,-,-
1975/5/7,10.126,9.742,9.044,8.651,8.46,8.363,8.274,8.175,8.266,-,-,-,-,-,-
1975/5/8,10.135,9.745,9.045,8.651,8.46,8.364,8.274,8.175,8.267,-,-,-,-,-,-
1975/5/9,10.144,9.748,9.045,8.652,8.46,8.364,8.275,8.176,8.268,-,-,-,-,-,-
1975/5/10,10.153,9.75,9.046,8.652,8.461,8.364,8.275,8.176,8.269,-,-,-,-,-,-
1975/5/12,10.172,9.756,9.047,8.654,8.462,8.365,8.275,8.177,8.27,-,-,-,-,-,-
1975/5/13,9.903,9.756,9.048,8.658,8.468,8.368,8.275,8.177,8.271,-,-,-,-,-,-
1975/5/14,9.913,9.759,9.049,8.659,8.468,8.368,8.275,8.178,8.271,-,-,-,-,-,-
1975/5/15,9.922,9.763,9.049,8.659,8.469,8.368,8.275,8.178,8.272,-,-,-,-,-,-
1975/5/16,9.932,9.766,9.05,8.66,8.469,8.369,8.276,8.179,8.273,-,-,-,-,-,-
1975/5/19,9.96,9.775,9.052,8.662,8.47,8.37,8.276,8.18,8.275,-,-,-,-,-,-
1975/5/20,9.939,9.76,9.039,8.652,8.462,8.362,8.268,8.174,8.273,-,-,-,-,-,-
1975/5/21,9.92,9.646,9.066,8.624,8.395,8.294,8.257,8.235,8.292,-,-,-,-,-,-
1975/5/22,9.695,9.46,9.038,8.648,8.422,8.309,8.26,8.235,8.293,-,-,-,-,-,-
1975/5/23,9.527,9.441,9.046,8.635,8.406,8.301,8.259,8.235,8.293,-,-,-,-,-,-
1975/5/24,9.535,9.445,9.046,8.636,8.407,8.302,8.26,8.236,8.294,-,-,-,-,-,-
1975/5/26,9.549,9.452,9.048,8.637,8.408,8.303,8.261,8.236,8.295,-,-,-,-,-,-
1975/5/27,9.556,9.455,9.049,8.637,8.408,8.303,8.261,8.237,8.295,-,-,-,-,-,-
1975/5/28,9.563,9.458,9.049,8.638,8.409,8.304,8.262,8.237,8.295,-,-,-,-,-,-
1975/5/29,9.57,9.462,9.05,8.638,8.409,8.304,8.262,8.238,8.296,-,-,-,-,-,-
1975/5/30,9.578,9.465,9.051,8.639,8.41,8.305,8.262,8.238,8.296,-,-,-,-,-,-
1975/5/31,9.585,9.468,9.051,8.639,8.41,8.305,8.263,8.238,8.297,-,-,-,-,-,-
1975/6/2,9.599,9.475,9.053,8.64,8.411,8.306,8.264,8.239,8.298,-,-,-,-,-,-
1975/6/3,9.607,9.478,9.054,8.64,8.412,8.307,8.264,8.239,8.298,-,-,-,-,-,-
1975/6/4,9.614,9.482,9.054,8.641,8.412,8.308,8.265,8.24,8.298,-,-,-,-,-,-
1975/6/5,9.621,9.485,9.055,8.641,8.413,8.308,8.265,8.24,8.299,-,-,-,-,-,-
1975/6/6,9.629,9.488,9.056,8.642,8.413,8.309,8.266,8.24,8.299,-,-,-,-,-,-
1975/6/7,9.636,9.492,9.056,8.642,8.414,8.309,8.266,8.241,8.3,-,-,-,-,-,-
1975/6/9,9.601,9.467,9.053,8.655,8.428,8.317,8.268,8.241,8.301,-,-,-,-,-,-
1975/6/10,9.609,9.47,9.054,8.656,8.428,8.318,8.268,8.242,8.301,-,-,-,-,-,-
1975/6/11,9.616,9.474,9.055,8.656,8.429,8.318,8.269,8.242,8.302,-,-,-,-,-,-
1975/6/12,9.623,9.477,9.055,8.657,8.43,8.319,8.269,8.243,8.302,-,-,-,-,-,-
1975/6/13,9.631,9.48,9.056,8.657,8.43,8.32,8.27,8.243,8.302,-,-,-,-,-,-
1975/6/14,9.588,9.452,9.052,8.67,8.444,8.327,8.271,8.243,8.303,-,-,-,-,-,-
1975/6/16,9.603,9.459,9.054,8.671,8.445,8.328,8.272,8.244,8.304,-,-,-,-,-,-
1975/6/17,9.611,9.462,9.055,8.671,8.445,8.329,8.272,8.244,8.304,-,-,-,-,-,-
1975/6/18,9.618,9.466,9.056,8.672,8.446,8.329,8.273,8.245,8.305,-,-,-,-,-,-
1975/6/19,9.626,9.469,9.057,8.672,8.446,8.33,8.273,8.245,8.305,-,-,-,-,-,-
1975/6/20,9.633,9.472,9.058,8.673,8.447,8.33,8.274,8.245,8.305,-,-,-,-,-,-
1975/6/23,9.656,9.482,9.06,8.675,8.448,8.332,8.275,8.247,8.307,-,-,-,-,-,-
1975/6/24,9.663,9.485,9.061,8.675,8.449,8.332,8.276,8.247,8.307,-,-,-,-,-,-
1975/6/25,9.671,9.488,9.062,8.676,8.45,8.333,8.276,8.247,8.308,-,-,-,-,-,-
1975/6/26,9.679,9.492,9.063,8.677,8.45,8.334,8.277,8.248,8.308,-,-,-,-,-,-
1975/6/27,9.686,9.495,9.064,8.677,8.451,8.334,8.277,8.248,8.308,-,-,-,-,-,-
1975/6/28,9.694,9.498,9.064,8.678,8.451,8.335,8.277,8.249,8.309,-,-,-,-,-,-
1975/6/30,9.71,9.505,9.066,8.679,8.452,8.336,8.278,8.249,8.31,-,-,-,-,-,-
1975/7/1,9.717,9.508,9.067,8.679,8.453,8.336,8.279,8.25,8.31,-,-,-,-,-,-
1975/7/2,9.725,9.511,9.068,8.68,8.453,8.336,8.279,8.25,8.311,-,-,-,-,-,-
1975/7/3,9.733,9.514,9.069,8.681,8.454,8.337,8.28,8.251,8.311,-,-,-,-,-,-
1975/7/4,9.741,9.518,9.07,8.681,8.454,8.338,8.28,8.251,8.312,-,-,-,-,-,-
1975/7/5,9.749,9.521,9.07,8.682,8.455,8.338,8.281,8.252,8.312,-,-,-,-,-,-
1975/7/7,9.764,9.527,9.072,8.683,8.456,8.339,8.282,8.252,8.313,-,-,-,-,-,-
1975/7/8,9.772,9.53,9.073,8.684,8.456,8.34,8.282,8.253,8.313,-,-,-,-,-,-
1975/7/9,9.78,9.534,9.074,8.684,8.457,8.34,8.283,8.253,8.314,-,-,-,-,-,-
1975/7/10,9.788,9.537,9.075,8.685,8.458,8.341,8.283,8.254,8.314,-,-,-,-,-,-
1975/7/11,9.796,9.54,9.076,8.686,8.458,8.341,8.284,8.254,8.314,-,-,-,-,-,-
1975/7/12,9.804,9.543,9.077,8.686,8.459,8.342,8.284,8.254,8.315,-,-,-,-,-,-
1975/7/14,9.82,9.549,9.078,8.688,8.46,8.343,8.285,8.255,8.316,-,-,-,-,-,-
1975/7/15,9.829,9.553,9.079,8.688,8.46,8.344,8.285,8.256,8.316,-,-,-,-,-,-
1975/7/16,9.837,9.556,9.08,8.689,8.461,8.344,8.286,8.256,8.316,-,-,-,-,-,-
1975/7/17,9.845,9.559,9.081,8.689,8.462,8.345,8.286,8.256,8.317,-,-,-,-,-,-
1975/7/18,9.853,9.562,9.082,8.69,8.462,8.345,8.287,8.257,8.317,-,-,-,-,-,-
1975/7/21,9.878,9.571,9.085,8.692,8.464,8.347,8.288,8.258,8.318,-,-,-,-,-,-
1975/7/22,9.886,9.574,9.085,8.693,8.465,8.348,8.289,8.258,8.319,-,-,-,-,-,-
1975/7/23,9.894,9.577,9.086,8.693,8.465,8.348,8.289,8.259,8.319,-,-,-,-,-,-
1975/7/24,9.902,9.581,9.087,8.694,8.466,8.349,8.29,8.259,8.32,-,-,-,-,-,-
1975/7/25,9.911,9.584,9.088,8.695,8.466,8.349,8.29,8.26,8.32,-,-,-,-,-,-
1975/7/26,9.919,9.587,9.089,8.695,8.467,8.35,8.291,8.26,8.32,-,-,-,-,-,-
1975/7/28,9.936,9.593,9.091,8.697,8.468,8.351,8.292,8.261,8.321,-,-,-,-,-,-
1975/7/29,9.837,9.536,9.089,8.724,8.495,8.364,8.292,8.261,8.322,-,-,-,-,-,-
1975/7/30,9.736,9.508,9.089,8.732,8.503,8.368,8.293,8.262,8.322,-,-,-,-,-,-
1975/7/31,9.635,9.479,9.089,8.74,8.511,8.372,8.294,8.262,8.323,-,-,-,-,-,-
1975/8/1,9.644,9.483,9.09,8.74,8.511,8.373,8.294,8.262,8.323,-,-,-,-,-,-
1975/8/2,9.652,9.486,9.092,8.741,8.512,8.373,8.294,8.263,8.323,-,-,-,-,-,-
1975/8/4,9.669,9.493,9.094,8.743,8.513,8.375,8.295,8.264,8.324,-,-,-,-,-,-
1975/8/5,9.677,9.496,9.095,8.743,8.514,8.375,8.296,8.264,8.325,-,-,-,-,-,-
1975/8/6,9.685,9.499,9.096,8.744,8.514,8.376,8.296,8.264,8.325,-,-,-,-,-,-
1975/8/7,9.694,9.503,9.097,8.745,8.515,8.376,8.297,8.265,8.325,-,-,-,-,-,-
1975/8/8,9.702,9.506,9.098,8.746,8.516,8.377,8.297,8.265,8.326,-,-,-,-,-,-
1975/8/9,9.71,9.509,9.099,8.746,8.516,8.377,8.298,8.266,8.326,-,-,-,-,-,-
1975/8/11,9.727,9.516,9.102,8.748,8.518,8.378,8.299,8.267,8.327,-,-,-,-,-,-
1975/8/12,9.736,9.519,9.103,8.749,8.518,8.379,8.299,8.267,8.327,-,-,-,-,-,-
1975/8/13,9.744,9.522,9.104,8.75,8.519,8.379,8.299,8.267,8.328,-,-,-,-,-,-
